,start MTU (UTC),end MTU (UTC),Day-ahead Price [EUR/MWh] BZN|NO1,Day-ahead Price [EUR/MWh] BZN|NO2,Day-ahead Price [EUR/MWh] BZN|NO3,Day-ahead Price [EUR/MWh] BZN|NO5,Day-ahead Price [EUR/MWh] BZN|SE3,Actual Total Load [MW] - BZN|NO1,Actual Total Load [MW] - BZN|NO2,Actual Total Load [MW] - BZN|NO3,Actual Total Load [MW] - BZN|NO5,Actual Total Load [MW] - BZN|SE3,Biomass - BZN|NO1,Fossil Gas - BZN|NO1,Hydro Run-of-river and poundage - BZN|NO1,Hydro Water Reservoir - BZN|NO1,Waste - BZN|NO1,Wind Onshore - BZN|NO1,Fossil Gas - BZN|NO2,Hydro Pumped Storage Aggregated- BZN|NO2,Hydro Run-of-river and poundage - BZN|NO2,Hydro Water Reservoir - BZN|NO2,Waste - BZN|NO2,Wind Onshore - BZN|NO2,Hydro Pumped Storage Aggregated- BZN|NO3,Hydro Run-of-river and poundage - BZN|NO3,Hydro Water Reservoir - BZN|NO3,Other - BZN|NO3,Other renewable - BZN|NO3,Waste - BZN|NO3,Wind Onshore - BZN|NO3,Fossil Gas - BZN|NO5,Hydro Pumped Storage Aggregated- BZN|NO5,Hydro Run-of-river and poundage - BZN|NO5,Hydro Water Reservoir - BZN|NO5,Waste - BZN|NO5,Fossil Gas - BZN|SE3,Hydro Water Reservoir - BZN|SE3,Nuclear - BZN|SE3,Other - BZN|SE3,Solar - BZN|SE3,Wind Onshore - BZN|SE3,CBF BZN|NO2 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO2 [MW],CBF BZN|NO3 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO3 [MW],CBF BZN|NO5 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO5 [MW],CBF BZN|SE3 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|SE3 [MW],Stored Energy Value [MWh] - BZN|NO1,Stored Energy Value [MWh] - BZN|NO2,Stored Energy Value [MWh] - BZN|NO3,Stored Energy Value [MWh] - BZN|NO5,Stored Energy Value [MWh] - BZN|SE3
7402,2022-05-11 10:00:00,2022-05-11 11:00:00,56.57,56.57,25.88,56.57,56.57,3674,3706,3066,1922,9083,0,0,1816,910,5,148,0,0,1087,5019,5,394,0,575,1284,0,25,1,1322,16,0,562,3377,8,0.0,707.0,5696.0,595.0,25.0,1238.0,0,1181,193,0,1581,0,83,0,1126829.9438777834,7840910.697250384,2093696.2080201323,2024068.9984286898,1388921.205277787
7403,2022-05-11 11:00:00,2022-05-11 12:00:00,57.01,57.01,26.9,57.01,57.01,3653,3677,3077,1843,9070,0,0,1811,902,5,139,0,0,1084,4957,5,400,0,572,1286,0,24,1,1155,17,0,557,3424,9,0.0,722.0,5696.0,613.0,26.0,1245.0,0,1120,136,0,1624,0,54,0,1128274.572473955,7844620.801542753,2094509.3537460733,2025261.7495833475,1389184.1820644021
7404,2022-05-11 12:00:00,2022-05-11 13:00:00,55.31,55.31,27.39,55.31,55.31,3623,3606,3086,1846,8934,0,0,1829,911,5,140,0,0,1078,4642,5,413,0,572,1342,0,24,1,926,18,0,544,3160,8,0.0,742.0,5695.0,600.0,22.0,1243.0,0,1314,156,0,1439,0,368,0,1129723.871760705,7848321.045802693,2095332.8678352628,2026462.400630195,1389444.9781243252
7405,2022-05-11 13:00:00,2022-05-11 14:00:00,50.64,50.64,27.71,50.64,50.0,3611,3713,3033,1862,9041,0,0,1848,896,5,105,0,0,1079,4879,5,368,0,574,1489,0,23,1,795,18,0,543,3062,8,0.0,735.0,5696.0,604.0,12.0,1268.0,0,1157,194,0,1427,0,191,0,1131178.000081981,7852012.392892938,2096167.1370883547,2027671.4130505705,1389703.6501067295
7406,2022-05-11 14:00:00,2022-05-11 15:00:00,52.86,52.86,27.86,52.86,50.0,3718,3796,3196,1880,9118,0,0,1858,912,5,85,0,0,1081,4936,5,344,2,575,1509,0,20,1,489,19,0,532,3220,8,0.0,744.0,5697.0,609.0,2.0,1307.0,0,1218,143,0,1503,0,270,0,1132637.1157817326,7855695.805676233,2097012.5483060018,2028889.2483258126,1389960.2546607885
7407,2022-05-11 15:00:00,2022-05-11 16:00:00,55.99,55.99,29.09,55.99,55.99,3786,3831,3294,1943,9529,0,0,1860,933,5,73,0,0,1084,5176,5,282,17,576,1548,0,22,1,313,20,0,528,3529,9,0.0,763.0,5698.0,612.0,0.0,1413.0,0,1043,123,0,1722,0,11,0,1134101.3772039083,7859372.247015314,2097869.4882888603,2030116.3679372608,1390214.848435675
7408,2022-05-11 16:00:00,2022-05-11 17:00:00,58.73,58.73,29.97,58.73,58.73,3872,3938,3266,1925,9554,0,0,1858,922,5,97,0,0,1085,5101,5,297,17,580,1676,0,20,1,293,19,0,514,3420,9,0.0,768.0,5698.0,614.0,0.0,1472.0,0,1143,163,0,1648,0,245,0,1135570.9426924568,7863042.679772924,2098738.343837583,2031353.2333662536,1390467.4880805626
7409,2022-05-11 17:00:00,2022-05-11 18:00:00,55.72,55.72,30.91,55.72,55.72,3820,3927,3209,1913,9296,0,0,1859,883,5,126,0,0,1088,5104,5,239,17,582,1676,0,15,1,285,17,0,524,3072,9,0.0,767.0,5698.0,601.0,0.0,1553.0,0,1121,184,0,1428,0,404,0,1137045.970591327,7866708.066811803,2099619.501752826,2032600.30609413,1390718.230244625
7410,2022-05-11 18:00:00,2022-05-11 19:00:00,47.14,47.14,30.97,47.14,44.94,3714,3897,3170,1874,8946,0,0,1861,830,5,179,0,0,1088,4926,5,241,17,584,1655,0,13,1,269,17,0,511,2606,9,0.0,672.0,5699.0,576.0,0.0,1621.0,0,1082,207,0,1098,0,601,0,1138526.6192444677,7870369.370994689,2100513.348835242,2033858.0476022298,1390967.1315770347
7411,2022-05-11 19:00:00,2022-05-11 20:00:00,33.2,33.2,30.97,33.2,30.97,3609,3738,3126,1839,8773,0,0,1862,837,5,157,0,0,1091,4742,5,325,17,580,1654,0,5,1,212,16,0,507,2292,12,0.0,613.0,5699.0,567.0,0.0,1692.0,0,1024,196,0,952,0,588,0,1140013.046995827,7874027.555184323,2101420.271885486,2035126.9193718906,1391214.2487269654
7412,2022-05-11 20:00:00,2022-05-11 21:00:00,34.3,34.3,31.36,34.3,31.36,3529,3666,3047,1798,8405,0,0,1864,780,5,164,0,0,1098,4182,5,322,17,575,1674,0,2,1,252,15,0,510,2177,10,0.0,593.0,5700.0,546.0,0.0,1739.0,0,1004,217,0,915,0,543,0,1141505.4121893547,7877683.582243447,2102340.6577042113,2036407.3828844524,1391459.6383435905
7413,2022-05-11 21:00:00,2022-05-11 22:00:00,29.92,29.92,29.92,29.92,29.92,3472,3646,3019,1771,8103,0,0,1864,712,5,190,0,0,1099,4090,5,397,17,573,1619,0,2,1,242,14,0,506,2072,8,0.0,567.0,5702.0,530.0,0.0,1714.0,0,831,187,0,852,0,422,0,1143003.873168999,7881338.415034801,2103274.8930920735,2037699.8996212531,1391703.3570760826
7414,2022-05-11 22:00:00,2022-05-11 23:00:00,26.57,26.57,26.57,26.57,26.57,3388,3399,2961,1744,7816,0,0,1859,708,5,196,0,0,1087,4031,5,580,17,580,1363,0,2,1,239,14,0,500,2004,8,0.0,547.0,5700.0,524.0,0.0,1721.0,0,435,101,0,765,0,106,0,1144508.5882787087,7884993.016421121,2104223.364849725,2039004.931063632,1391945.4615736152
7415,2022-05-11 23:00:00,2022-06-11 00:00:00,26.06,26.06,26.06,26.06,26.06,3259,3355,2955,1710,7616,0,0,1851,723,6,208,0,0,1090,3210,5,671,17,572,1398,0,0,1,196,12,0,497,1772,12,0.0,551.0,5697.0,505.0,0.0,1748.0,0,855,139,0,597,0,540,0,1146019.7158624325,7888648.349265153,2105186.4597778223,2040322.9386929285,1392186.0084853626
7416,2022-06-11 00:00:00,2022-06-11 01:00:00,22.97,22.97,22.97,22.97,22.97,3183,3348,2915,1705,7516,0,0,1859,716,6,200,0,0,1090,3057,5,712,17,539,1365,0,0,1,206,12,0,492,1661,8,0.0,556.0,5697.0,492.0,0.0,1756.0,0,764,121,0,517,0,484,0,3153182.217549925,13590097.503968185,5437813.280291347,6375603.86242495,1631462.9921034966
7417,2022-06-11 01:00:00,2022-06-11 02:00:00,23.4,23.4,23.4,23.4,23.4,3126,3331,2930,1695,7486,0,0,1853,646,6,177,0,0,1087,3050,5,627,17,536,1310,0,0,1,173,12,0,484,1637,8,0.0,553.0,5697.0,493.0,0.0,1733.0,0,903,114,0,473,0,697,0,3154589.169629167,13597419.631097848,5442743.183873017,6383228.303490733,1631481.442723894
7418,2022-06-11 02:00:00,2022-06-11 03:00:00,20.99,20.99,20.99,20.99,20.99,3074,3473,2902,1686,7338,0,0,1855,600,6,182,0,0,1080,3049,5,451,17,532,1271,0,0,1,159,12,0,482,1622,8,0.0,555.0,5698.0,493.0,0.0,1674.0,0,730,84,0,453,0,558,0,3155989.2154920353,13604717.115266867,5447666.14674009,6390846.094348322,1631499.3204799488
7419,2022-06-11 03:00:00,2022-06-11 04:00:00,24.02,24.02,24.02,24.02,24.02,3041,3320,2895,1670,7205,0,0,1854,651,6,165,0,0,1084,3049,5,472,17,514,1362,0,0,1,139,13,0,486,1565,8,0.0,557.0,5697.0,494.0,0.0,1615.0,0,722,78,0,408,0,546,0,3157382.357353,13611989.792890145,5452582.107117776,6398457.293599541,1631516.6426138403
7420,2022-06-11 04:00:00,2022-06-11 05:00:00,26.3,26.3,26.3,26.3,26.3,3007,3264,2842,1682,7231,0,0,1857,696,6,153,0,0,1090,3112,7,466,17,536,1394,0,0,1,139,12,0,486,1665,9,0.0,572.0,5697.0,495.0,0.0,1602.0,0,583,41,0,474,0,324,0,3158768.597426536,13619237.500382584,5457491.003231287,6406061.959846229,1631533.4263677478
7421,2022-06-11 05:00:00,2022-06-11 06:00:00,29.93,29.93,29.93,29.93,29.93,3113,3211,2935,1688,7409,0,0,1860,839,6,108,0,0,1092,3122,7,544,17,530,1443,0,0,1,128,12,0,482,1692,10,0.0,584.0,5697.0,478.0,0.0,1647.0,0,765,36,0,461,0,496,0,3160147.9379271152,13626460.074159086,5462392.773305837,6413660.151690218,1631549.6889838509
7422,2022-06-11 06:00:00,2022-06-11 07:00:00,30.33,30.33,28.53,30.33,28.53,3202,3257,3035,1722,7604,0,0,1863,884,6,95,0,0,1093,3226,7,473,17,536,1493,0,0,1,132,9,0,484,1785,8,0.0,578.0,5698.0,481.0,0.0,1720.0,0,1252,47,0,474,0,1015,0,3161520.381069209,13633657.350634549,5467287.355566638,6421251.927733335,1631565.447704328
7423,2022-06-11 07:00:00,2022-06-11 08:00:00,36.28,36.28,30.61,36.28,30.61,3331,3462,3129,1768,7982,0,0,1865,889,6,84,0,0,1104,3429,6,341,17,546,1672,0,3,1,317,9,0,492,2059,11,0.0,608.0,5697.0,486.0,2.0,1824.0,0,1705,142,0,666,0,1295,0,3162885.9290672895,13640829.166223867,5472174.688238896,6428837.346577411,1631580.7197713575
7424,2022-06-11 08:00:00,2022-06-11 09:00:00,43.52,43.52,33.65,43.52,33.65,3492,3569,3174,1799,8364,0,0,1863,908,6,116,0,0,1104,3788,5,309,17,552,1823,0,0,1,123,12,0,482,2539,11,0.0,609.0,5697.0,498.0,12.0,1858.0,0,1698,163,0,944,0,1119,0,3164244.5841358295,13647975.35734195,5477054.709547828,6436416.466824279,1631595.5224271195
7425,2022-06-11 09:00:00,2022-06-11 10:00:00,51.71,51.71,35.2,51.71,35.2,3596,3577,3173,1763,8522,0,0,1864,901,7,112,0,0,1093,4169,5,285,17,555,1968,0,0,1,145,12,0,499,2710,9,0.0,624.0,5697.0,504.0,18.0,1910.0,0,1417,148,0,1135,0,793,0,3165596.348489301,13655095.760403689,5481927.357718644,6443989.34707577,1631609.8729137923
7426,2022-06-11 10:00:00,2022-06-11 11:00:00,48.9,48.9,35.96,48.9,35.96,3682,3604,3187,1784,8718,0,0,1866,904,7,93,0,0,1096,4026,5,200,18,563,2094,0,0,1,129,13,0,501,2453,9,0.0,640.0,5697.0,509.0,21.0,1910.0,0,1651,232,0,980,0,1149,0,3166941.2243421758,13662190.211823992,5486792.570976556,6451556.045933715,1631623.7884735558
7427,2022-06-11 11:00:00,2022-06-11 12:00:00,50.15,50.15,37.72,50.15,37.72,3682,3620,3164,1789,8833,0,0,1867,897,6,78,0,0,1098,4159,5,156,18,572,2115,0,0,1,142,12,0,501,2495,9,0.0,652.0,5697.0,524.0,20.0,1918.0,0,1352,220,0,974,0,877,0,3168279.2139089257,13669258.548017753,5491650.287546775,6459116.621999944,1631637.286348588
7428,2022-06-11 12:00:00,2022-06-11 13:00:00,38.23,38.23,36.7,38.23,36.7,3688,3634,3126,1776,8825,0,0,1874,902,6,86,0,0,1094,4187,5,104,18,582,2126,0,0,1,155,15,0,496,2369,9,0.0,654.0,5697.0,525.0,16.0,1854.0,0,1090,216,0,904,0,673,0,3169610.319404024,13676300.605399877,5496500.445654514,6466671.13387629,1631650.383781069
7429,2022-06-11 13:00:00,2022-06-11 14:00:00,36.44,36.44,36.44,36.44,36.44,3711,3636,3155,1766,8786,0,0,1877,868,6,103,0,0,1082,4362,5,102,18,588,2123,0,0,1,146,14,0,509,2260,10,0.0,671.0,5697.0,524.0,9.0,1712.0,0,873,202,0,902,0,507,0,3170934.5430419436,13683316.220385263,5501342.983524984,6474219.640164585,1631663.098013177
7430,2022-06-11 14:00:00,2022-06-11 15:00:00,36.91,36.91,36.91,36.91,36.91,3799,3602,3164,1797,8996,0,0,1879,864,6,107,0,0,1086,4375,5,165,18,592,2143,0,0,1,150,15,0,513,2344,10,0.0,673.0,5697.0,522.0,1.0,1614.0,0,748,215,0,965,0,373,0,3172251.8870371543,13690305.229388805,5506177.839383395,6481762.199466658,1631675.4462870914
7431,2022-06-11 15:00:00,2022-06-11 16:00:00,39.17,39.17,39.17,39.17,39.17,3961,3732,3259,1864,9534,0,0,1880,894,6,118,0,0,1090,4398,5,203,18,591,2212,0,8,1,119,17,0,531,2715,12,0.0,740.0,5697.0,536.0,0.0,1492.0,0,444,222,0,1245,0,0,106,3173562.35360413,13697267.468825405,5511004.95145496,6489298.870384341,1631687.4458449914
7432,2022-06-11 16:00:00,2022-06-11 17:00:00,50.07,50.07,50.07,50.07,50.07,3995,3811,3309,1891,9769,0,0,1880,916,6,120,0,0,1088,4439,5,325,18,589,2432,0,3,1,136,17,0,526,2983,12,0.0,743.0,5698.0,542.0,0.0,1375.0,0,199,236,0,1458,0,0,534,3174865.944957343,13704202.775109973,5515824.257964891,6496829.711519466,1631699.1139290554
7433,2022-06-11 17:00:00,2022-06-11 18:00:00,49.86,49.86,49.86,49.86,49.86,3910,3704,3280,1925,9595,0,0,1877,909,6,153,0,0,1085,4183,5,524,18,583,2362,0,0,1,151,16,0,529,2733,9,0.0,744.0,5697.0,524.0,0.0,1333.0,0,144,195,0,1272,0,0,419,3176162.6633112635,13711110.984657396,5520635.697138399,6504354.781473862,1631710.4677814632
7434,2022-06-11 18:00:00,2022-06-11 19:00:00,41.67,41.67,41.67,41.67,41.67,3866,3599,3289,1913,9274,0,0,1878,887,6,151,0,0,1082,4181,5,726,18,587,2212,0,0,1,145,16,0,525,2675,12,0.0,740.0,5699.0,515.0,0.0,1260.0,41,0,133,0,1212,0,0,505,3177452.510880366,13717991.933882581,5525439.207200697,6511874.138849362,1631721.5246443935
7435,2022-06-11 19:00:00,2022-06-11 20:00:00,35.82,35.82,35.82,35.82,35.82,3791,3620,3274,1887,8874,0,0,1875,867,6,99,0,0,1082,3978,5,806,17,586,2107,0,0,1,142,15,0,518,2294,11,0.0,728.0,5699.0,512.0,0.0,1229.0,199,0,90,0,925,0,0,334,3178735.489879122,13724845.459200423,5530234.7263769945,6519387.842247798,1631732.301760025
7436,2022-06-11 20:00:00,2022-06-11 21:00:00,27.15,27.15,27.15,27.15,27.15,3719,3640,3254,1865,8499,0,0,1879,883,6,69,0,0,1085,3660,5,815,16,583,1858,0,0,1,116,13,0,509,2084,12,0.0,634.0,5698.0,486.0,0.0,1234.0,0,88,0,7,758,0,140,0,3180011.602522002,13731671.397025827,5535022.192892504,6526895.950270998,1631742.8163705375
7437,2022-06-11 21:00:00,2022-06-11 22:00:00,27.59,27.59,27.59,27.59,27.59,3559,3622,3243,1832,8082,0,0,1873,820,6,51,0,0,1081,3525,6,776,16,570,1815,0,0,1,230,11,0,478,1943,10,0.0,608.0,5698.0,470.0,0.0,1251.0,0,341,3,0,637,0,431,0,3181280.8510234817,13738469.583773693,5539801.544972438,6534398.521520797,1631753.0857181095
7438,2022-06-11 22:00:00,2022-06-11 23:00:00,19.85,19.85,19.85,19.85,19.85,3407,3635,3174,1784,7829,0,0,1873,701,6,24,0,0,1074,3271,7,673,16,527,1284,0,0,1,206,12,0,460,1828,11,0.0,573.0,5698.0,463.0,0.0,1303.0,0,496,0,99,455,0,846,0,3182543.2375980304,13745239.855858918,5544572.7208420085,6541895.614599025,1631763.1270449203
7439,2022-06-11 23:00:00,2022-07-11 00:00:00,15.28,15.28,15.28,15.28,15.28,3236,3644,3107,1777,7683,0,0,1872,531,7,47,0,0,1076,2834,8,484,0,517,1058,0,0,0,54,13,0,442,1556,11,0.0,578.0,5697.0,449.0,0.0,1203.0,48,0,0,220,198,0,699,0,3183798.7644601213,13751982.049696406,5549335.658726426,6549387.2881075125,1631772.957593149
7440,2022-07-11 00:00:00,2022-07-11 01:00:00,12.78,12.78,12.78,12.78,12.78,3158,3670,3080,1783,7578,0,0,1865,520,6,43,0,0,1073,2667,9,314,0,508,1063,0,0,0,47,13,0,430,1383,8,0.0,581.0,5698.0,447.0,0.0,1224.0,820,0,0,329,93,0,73,0,3994165.0,16378502.0,7957172.0,10628088.0,1607000.0
7441,2022-07-11 01:00:00,2022-07-11 02:00:00,5.93,5.93,12.55,5.93,9.17,3141,3628,3046,1785,7538,0,0,1873,519,6,47,0,0,1063,2682,11,283,0,498,1061,0,0,0,78,13,0,423,1383,8,0.0,582.0,5698.0,433.0,0.0,1235.0,985,0,0,344,83,0,0,119,3994145.6701760786,16378850.044735532,7957330.544650559,10630866.576216197,1606814.7759559462
7442,2022-07-11 02:00:00,2022-07-11 03:00:00,4.93,4.93,12.08,4.93,10.83,3116,3495,3036,1766,7692,0,0,1867,515,6,82,0,0,1051,2698,14,287,0,487,1028,0,0,0,149,8,0,402,1335,8,0.0,583.0,5700.0,441.0,0.0,1231.0,1034,0,0,362,31,0,0,144,3994128.8467950383,16379186.05876027,7957484.159219759,10633647.804500215,1606631.1509183308
7443,2022-07-11 03:00:00,2022-07-11 04:00:00,12.84,12.84,12.84,12.84,12.84,3103,3391,3028,1757,7590,0,0,1865,527,6,107,0,0,1047,2742,13,343,0,475,967,0,0,0,288,8,0,398,1342,8,0.0,580.0,5699.0,498.0,0.0,1210.0,917,0,0,377,17,0,0,58,3994114.2661599317,16379510.095391046,7957632.075121013,10636431.59987114,1606450.095617118
7444,2022-07-11 04:00:00,2022-07-11 05:00:00,20.47,20.47,20.47,20.47,20.47,3274,3480,3140,1807,7962,0,0,1862,592,6,138,0,0,1043,3059,11,270,16,467,1037,0,0,0,437,8,0,396,1621,10,0.0,612.0,5698.0,576.0,0.0,1183.0,0,78,0,151,222,0,559,0,3994101.911649698,16379822.330037372,7957774.366753393,10639217.934151344,1606271.5933022462
7445,2022-07-11 05:00:00,2022-07-11 06:00:00,36.4,36.4,36.4,36.4,36.4,3632,3704,3374,1890,8988,0,0,1889,819,6,191,0,0,1045,4049,8,247,33,493,1865,0,0,0,541,11,0,405,2086,11,0.0,721.0,5700.0,667.0,0.0,1240.0,0,374,110,0,680,0,257,0,3994091.7666432774,16380122.938108752,7957911.10851597,10642006.779163191,1606095.6272236526
7446,2022-07-11 06:00:00,2022-07-11 07:00:00,52.58,52.58,45.91,52.58,45.91,4117,3946,3584,1962,9833,0,0,1895,889,6,224,0,0,1047,4535,5,299,36,502,2300,0,0,0,623,13,0,430,2863,9,0.0,891.0,5697.0,734.0,0.0,1295.0,0,611,196,0,1156,0,323,0,3994083.8145196093,16380412.095014693,7958042.374807817,10644798.106729038,1605922.1806312746
7447,2022-07-11 07:00:00,2022-07-11 08:00:00,57.24,57.24,49.98,57.24,49.98,4277,3953,3612,1987,9896,0,0,1875,898,6,170,0,0,1058,4959,5,360,35,511,2390,0,21,0,707,15,0,438,2801,9,0.0,997.0,5697.0,759.0,1.0,1308.0,0,427,223,0,1146,0,290,0,3994078.038657637,16380689.976164702,7958168.240028005,10647591.888671258,1605751.2367750504
7448,2022-07-11 08:00:00,2022-07-11 09:00:00,56.83,56.83,54.07,56.83,54.07,4323,3935,3600,2079,9774,0,0,1870,942,6,129,0,0,1059,4839,5,297,9,505,2368,0,2,0,843,14,0,396,2702,8,0.0,1026.0,5696.0,785.0,4.0,1316.0,0,467,234,0,1051,0,405,0,3994074.4224362974,16380956.756968288,7958288.778575608,10650388.096812215,1605582.7789049179
7449,2022-07-11 09:00:00,2022-07-11 10:00:00,56.45,56.45,51.37,56.45,56.45,4297,4015,3605,2043,9822,0,0,1868,975,6,111,0,0,1054,4765,5,217,9,509,2246,0,14,0,906,15,0,394,2736,7,0.0,1033.0,5646.0,796.0,10.0,1341.0,0,496,235,0,1046,0,415,0,3994072.9492345313,16381212.612834956,7958404.064849693,10653186.702974271,1605416.7902708135
7450,2022-07-11 10:00:00,2022-07-11 11:00:00,52.93,52.93,50.02,52.93,52.93,4269,4063,3704,2010,9792,0,0,1863,995,6,91,0,0,1059,4392,5,154,9,493,2335,0,3,0,998,17,0,395,2759,8,0.0,974.0,5692.0,773.0,13.0,1327.0,0,589,250,0,1078,0,444,0,3994073.6024312773,16381457.719174204,7958514.173249335,10655987.678979786,1605253.2541226756
7451,2022-07-11 11:00:00,2022-07-11 12:00:00,50.22,50.22,49.91,50.22,49.91,4295,3950,3595,1986,10122,0,0,1853,988,6,48,0,0,1063,4412,5,148,9,513,2396,0,11,0,1054,9,0,381,2592,9,0.0,983.0,5693.0,773.0,14.0,1425.0,0,400,287,0,981,0,374,0,3994076.3654054785,16381692.25139555,7958619.178173606,10658790.996651135,1605092.1537104417
7452,2022-07-11 12:00:00,2022-07-11 13:00:00,48.37,48.37,48.37,48.37,48.37,4263,4023,3548,1975,10031,0,0,1878,967,6,30,0,0,1055,4569,5,128,9,512,2366,0,11,0,1198,9,0,376,2477,8,0.0,1061.0,5706.0,771.0,10.0,1428.0,0,440,297,0,921,0,444,0,3994081.2215360724,16381916.3849085,7958719.154021576,10661596.627810672,1604933.4722840495
7453,2022-07-11 13:00:00,2022-07-11 14:00:00,51.95,51.95,51.95,51.95,51.95,4227,4007,3591,1961,9954,0,0,1872,992,6,37,0,0,1059,4645,5,138,9,519,2449,0,12,0,1164,10,0,385,2694,8,0.0,1068.0,5703.0,767.0,5.0,1438.0,0,558,287,0,1066,0,388,0,3994088.1542019993,16382130.29512255,7958814.175192318,10664404.54428077,1604777.1930934365
7454,2022-07-11 14:00:00,2022-07-11 15:00:00,56.15,56.15,56.15,56.15,56.15,4240,3981,3679,1948,10058,0,0,1871,997,4,46,0,0,1056,5007,5,152,10,512,2439,0,11,0,907,7,0,383,2780,8,0.0,1073.0,5701.0,764.0,2.0,1497.0,0,553,260,0,1134,0,374,0,3994097.1467822,16382334.15744722,7958904.316084905,10667214.717883786,1604623.2993885404
7455,2022-07-11 15:00:00,2022-07-11 16:00:00,60.03,60.03,60.03,60.03,60.03,4379,4007,3725,1982,10296,0,0,1872,1012,3,56,0,0,1053,5361,5,152,45,515,2457,0,11,0,798,10,0,389,2890,8,0.0,1068.0,5702.0,761.0,0.0,1539.0,0,595,270,0,1212,0,430,0,3994108.182655615,16382528.14729201,7958989.651098408,10670027.120442092,1604471.774419299
7456,2022-07-11 16:00:00,2022-07-11 17:00:00,61.62,61.62,61.62,61.62,61.62,4382,4043,3670,1945,10458,0,0,1864,1040,3,69,0,0,1036,5401,5,191,45,514,2460,0,10,0,699,10,0,399,3010,8,0.0,1065.0,5704.0,760.0,0.0,1596.0,0,545,240,0,1304,0,297,0,3994121.2452011835,16382712.44006643,7959070.254631898,10672841.723778054,1604322.60143565
7457,2022-07-11 17:00:00,2022-07-11 18:00:00,57.42,57.42,49.98,57.42,49.98,4294,4015,3569,1833,10249,0,0,1867,1042,3,68,0,0,1041,5318,5,208,28,518,2397,0,11,0,645,10,0,405,2984,8,0.0,1071.0,5704.0,757.0,0.0,1621.0,0,584,200,0,1298,0,311,0,3994136.317797845,16382887.211179981,7959146.201084447,10675658.499714024,1604175.7636875303
7458,2022-07-11 18:00:00,2022-07-11 19:00:00,53.47,53.47,43.56,53.47,43.56,4214,3994,3529,1979,9953,0,0,1868,1022,3,76,0,0,1045,5226,5,190,28,516,2320,0,10,0,675,10,0,404,2977,8,0.0,984.0,5704.0,713.0,0.0,1589.0,0,642,192,0,1281,0,336,0,3994153.383824541,16383052.63604217,7959217.564855128,10678477.42007238,1604031.2444248782
7459,2022-07-11 19:00:00,2022-07-11 20:00:00,53.45,53.45,38.4,53.45,38.4,4093,3959,3456,1966,9545,0,0,1864,950,3,80,0,0,1043,5069,5,222,28,517,2229,0,10,0,654,9,0,392,2949,8,0.0,926.0,5706.0,670.0,0.0,1543.0,0,706,221,0,1249,0,385,0,3994172.42666021,16383208.890062513,7959284.42034301,10681298.456675477,1603889.0268976311
7460,2022-07-11 20:00:00,2022-07-11 21:00:00,49.8,49.8,36.23,49.8,36.23,4028,3877,3436,1936,8975,0,0,1864,918,3,50,0,0,1044,4927,5,278,3,517,1961,0,10,0,576,7,0,390,2607,8,0.0,817.0,5708.0,616.0,0.0,1486.0,0,530,177,0,970,0,475,0,3994193.4296837943,16383356.148650508,7959346.841947168,10684121.58134569,1603749.0943557268
7461,2022-07-11 21:00:00,2022-07-11 22:00:00,52.22,52.22,31.99,52.22,31.99,3857,3736,3378,1878,8402,0,0,1862,914,3,31,0,0,1036,4136,6,357,0,511,1836,0,11,0,496,8,0,391,2647,8,0.0,748.0,5707.0,578.0,0.0,1453.0,0,842,150,0,993,0,638,0,3994216.3762742314,16383494.587215666,7959404.9040666735,10686946.765905375,1603611.4300491025
7462,2022-07-11 22:00:00,2022-07-11 23:00:00,47.02,47.02,29.64,47.02,29.64,3639,3634,3228,1806,7907,0,0,1861,842,3,17,0,0,1032,3929,6,368,0,509,1699,0,11,0,452,9,0,372,2295,7,0.0,701.0,5707.0,553.0,0.0,1398.0,0,746,135,0,745,0,683,0,3994241.249810461,16383624.381167483,7959458.681100593,10689773.982176896,1603476.017227696
7463,2022-07-11 23:00:00,2022-08-11 00:00:00,41.4,41.4,30.94,41.4,30.94,3457,3561,3156,1754,7888,0,0,1851,795,4,8,0,0,1037,3546,5,362,17,501,1759,0,12,0,365,10,0,329,2046,8,0.0,697.0,5707.0,532.0,0.0,1437.0,0,569,151,0,565,0,558,0,3994268.033671426,16383745.70591548,7959508.247448006,10692603.201982623,1603342.8391414455
7464,2022-08-11 00:00:00,2022-08-11 01:00:00,29.09,29.09,29.09,29.09,29.09,3342,3521,3196,1735,7690,0,0,1842,709,6,5,0,0,1033,3396,5,447,17,493,1654,0,12,0,272,10,0,323,1780,8,0.0,691.0,5710.0,529.0,0.0,1280.0,0,439,143,0,381,0,604,0,4077626.8667216166,16986674.478618477,7977961.415296032,12194035.728939652,1603513.469443908
7465,2022-08-11 01:00:00,2022-08-11 02:00:00,27.7,27.7,27.7,27.7,27.7,3242,3437,3163,1711,7580,0,0,1831,675,6,4,0,0,1032,3342,5,559,27,491,1556,0,11,0,225,10,0,321,1667,8,0.0,693.0,5709.0,522.0,0.0,1081.0,0,285,95,0,299,0,530,0,4078012.228425119,16986735.19353896,7977429.660359368,12194743.578707969,1603802.2059799132
